datetime,SE1,SE2,SE3,SE4,DK1,DK2
2016-09-20 00:00:00+00:00,18,18,18,18,18,18
2016-09-20 01:00:00+00:00,18,18,18,18,18,18
2016-09-20 02:00:00+00:00,18,18,18,18,18,18
2016-09-20 03:00:00+00:00,18,18,18,18,18,18
2016-09-20 04:00:00+00:00,25,25,25,25,25,25
2016-09-20 05:00:00+00:00,30.2,30.2,30.2,30.2,30.2,30.2
2016-09-20 06:00:00+00:00,27.2,27.2,27.2,27.2,27.2,27.2
2016-09-20 07:00:00+00:00,27.2,27.2,27.2,27.2,27.2,27.2
2016-09-20 08:00:00+00:00,29.7,29.7,29.7,29.7,29.7,29.7
2016-09-20 09:00:00+00:00,30.2,30.2,30.2,30.2,30.2,30.2
2016-09-20 10:00:00+00:00,30.2,30.2,30.2,30.2,30.2,30.2
2016-09-20 11:00:00+00:00,30,30,30,30,30,30
2016-09-20 12:00:00+00:00,27.2,27.2,27.2,27.2,27.2,27.2
2016-09-20 13:00:00+00:00,27,27,27,27,27,27
2016-09-20 14:00:00+00:00,30,30,30,30,30,30
2016-09-20 15:00:00+00:00,36.32,36.32,36.32,38.19,39.13,39.13
2016-09-20 16:00:00+00:00,30.2,30.2,30.2,30.2,30.2,30.2
2016-09-20 17:00:00+00:00,30.2,30.2,30.2,30.2,30.2,30.2
2016-09-20 18:00:00+00:00,34.98,34.98,34.98,40.95,41.95,41.95
2016-09-20 19:00:00+00:00,32.42,32.42,32.42,34.22,35.06,35.06
2016-09-20 20:00:00+00:00,28.54,28.54,28.54,28.54,28.54,28.54
2016-09-20 21:00:00+00:00,26.03,26.03,26.03,26.03,26.03,26.03
2016-09-20 22:00:00+00:00,25.43,25.43,25.43,25.43,25.43,25.43
2016-09-20 23:00:00+00:00,24.94,24.94,24.94,24.94,24.94,24.94
2016-09-21 00:00:00+00:00,24.12,24.12,24.12,24.12,24.11,24.12
2016-09-21 01:00:00+00:00,24.25,24.25,24.25,24.25,24.13,24.25
2016-09-21 02:00:00+00:00,24.69,24.69,24.69,24.69,24.09,24.69
2016-09-21 03:00:00+00:00,26.34,26.34,26.34,26.34,25.71,26.34
2016-09-21 04:00:00+00:00,31.91,31.91,31.91,31.91,36.97,36.97
2016-09-21 05:00:00+00:00,34.73,34.73,34.73,34.73,48.19,48.19
2016-09-21 06:00:00+00:00,29.5,29.5,29.5,29.5,29.5,29.5
2016-09-21 07:00:00+00:00,29.5,29.5,29.5,29.5,29.5,29.5
2016-09-21 08:00:00+00:00,29.5,29.5,29.5,29.5,29.5,29.5
2016-09-21 09:00:00+00:00,29.5,29.5,29.5,29.5,29.5,29.5
2016-09-21 10:00:00+00:00,26,26,26,26,26,26
2016-09-21 11:00:00+00:00,26,26,26,26,26,26
2016-09-21 12:00:00+00:00,27.2,27.2,27.2,27.2,27.2,27.2
2016-09-21 13:00:00+00:00,27.2,27.2,27.2,27.2,27.2,27.2
2016-09-21 14:00:00+00:00,27.2,27.2,27.2,27.2,27.2,27.2
2016-09-21 15:00:00+00:00,29.5,29.5,29.5,29.5,29.5,29.5
2016-09-21 16:00:00+00:00,34.13,34.13,34.13,34.13,45,45
2016-09-21 17:00:00+00:00,37.14,37.14,37.14,37.14,48.75,48.75
2016-09-21 18:00:00+00:00,33.9,33.9,33.9,33.9,43.87,43.87
2016-09-21 19:00:00+00:00,25.57,25.57,25.57,25.57,37.96,37.96
2016-09-21 20:00:00+00:00,25.35,25.35,25.35,25.35,25.35,25.35
2016-09-21 21:00:00+00:00,25.1,25.1,25.1,25.1,25.1,25.1
2016-09-21 22:00:00+00:00,25.86,25.86,25.86,25.86,25.86,25.86
2016-09-21 23:00:00+00:00,25.09,25.09,25.09,25.09,25.09,25.09
2016-09-22 00:00:00+00:00,24.73,24.73,24.73,24.73,24.73,24.73
2016-09-22 01:00:00+00:00,24.32,24.32,24.32,24.32,24.26,24.32
2016-09-22 02:00:00+00:00,24.84,24.84,24.84,24.84,24.24,24.84
2016-09-22 03:00:00+00:00,27.36,27.36,27.36,27.36,26.84,27.36
2016-09-22 04:00:00+00:00,29.1,29.1,29.1,29.1,29.1,29.1
2016-09-22 05:00:00+00:00,35.84,35.84,35.84,43.35,43.34,43.35
2016-09-22 06:00:00+00:00,29.5,29.5,29.5,29.5,29.5,29.5
2016-09-22 07:00:00+00:00,29.5,29.5,29.5,29.5,19.48,29.5
2016-09-22 08:00:00+00:00,29.5,29.5,29.5,29.5,19.48,29.5
2016-09-22 09:00:00+00:00,29.5,29.5,29.5,29.5,16.23,29.5
2016-09-22 10:00:00+00:00,29.5,29.5,29.5,29.5,16.23,29.5
2016-09-22 11:00:00+00:00,33.83,33.83,33.83,33.83,16.23,33.83
2016-09-22 12:00:00+00:00,29,29,29,29,16.23,29
2016-09-22 13:00:00+00:00,29,29,29,29,16.23,29
2016-09-22 14:00:00+00:00,32.75,32.75,32.75,32.75,16.23,32.75
2016-09-22 15:00:00+00:00,33.78,33.78,33.78,40.91,39.93,40.91
2016-09-22 16:00:00+00:00,30.3,30.3,30.3,30.3,30.3,30.3
2016-09-22 17:00:00+00:00,30.3,30.3,30.3,30.3,30.3,30.3
2016-09-22 18:00:00+00:00,33.82,33.82,33.82,46.95,45.82,46.95
2016-09-22 19:00:00+00:00,31.13,31.13,31.13,38.95,38.95,38.95
2016-09-22 20:00:00+00:00,26.86,26.86,26.86,26.86,29.97,29.97
2016-09-22 21:00:00+00:00,25.89,25.89,25.89,25.89,26.47,26.47
2016-09-22 22:00:00+00:00,25.84,25.84,25.84,25.84,25.84,25.84
2016-09-22 23:00:00+00:00,25.09,25.09,25.09,25.09,25.03,25.09
2016-09-23 00:00:00+00:00,24.68,24.68,24.68,24.68,24.68,24.68
2016-09-23 01:00:00+00:00,24.78,24.78,24.78,24.78,24.78,24.78
2016-09-23 02:00:00+00:00,25.35,25.35,25.35,25.35,25.14,25.14
2016-09-23 03:00:00+00:00,22,22,22,22,22,22
2016-09-23 04:00:00+00:00,29.1,29.1,29.1,29.1,29.1,29.1
2016-09-23 05:00:00+00:00,35.72,35.72,35.72,43.23,43.04,43.23
2016-09-23 06:00:00+00:00,35.95,35.95,35.95,44.07,43.01,44.07
2016-09-23 07:00:00+00:00,35.9,35.9,35.9,39.9,38.94,39.9
2016-09-23 08:00:00+00:00,34.66,34.66,34.66,34.66,33.83,34.66
2016-09-23 09:00:00+00:00,33.18,33.18,33.18,33.18,28.77,33.18
2016-09-23 10:00:00+00:00,32.69,32.69,32.69,32.69,27.69,32.69
2016-09-23 11:00:00+00:00,26.4,26.4,26.4,26.4,26.4,26.4
2016-09-23 12:00:00+00:00,26.08,26.08,26.08,26.08,26.08,26.08
2016-09-23 13:00:00+00:00,22,22,22,22,22,22
2016-09-23 14:00:00+00:00,20.35,20.35,20.35,20.35,20.35,20.35
2016-09-23 15:00:00+00:00,20.35,20.35,20.35,20.35,20.35,20.35
2016-09-23 16:00:00+00:00,21.94,21.94,21.94,21.94,21.94,21.94
2016-09-23 17:00:00+00:00,26,26,26,26,26,26
2016-09-23 18:00:00+00:00,23.8,23.8,23.8,23.8,26.33,39.98
2016-09-23 19:00:00+00:00,20,20,20,20,25.8,25.8
2016-09-23 20:00:00+00:00,20,20,20,20,20,20
2016-09-23 21:00:00+00:00,19.75,19.75,19.75,19.75,26.79,19.75
2016-09-23 22:00:00+00:00,25.65,25.65,25.65,25.65,26.27,26.27
2016-09-23 23:00:00+00:00,24.68,24.68,24.68,24.68,24.68,24.68
2016-09-24 00:00:00+00:00,24.39,24.39,24.39,24.39,24.39,24.39
2016-09-24 01:00:00+00:00,25.07,25.07,25.07,25.07,25.15,25.15
2016-09-24 02:00:00+00:00,24.65,24.65,24.65,24.65,24.65,24.65
2016-09-24 03:00:00+00:00,24.59,24.59,24.59,24.59,24.59,24.59
2016-09-24 04:00:00+00:00,25.64,25.64,25.64,25.64,27.31,27.31
2016-09-24 05:00:00+00:00,26.69,26.69,26.69,26.69,31.15,31.15
2016-09-24 06:00:00+00:00,28.95,28.95,28.95,28.95,34.63,34.63
2016-09-24 07:00:00+00:00,31.95,31.95,31.95,31.95,34.04,34.04
2016-09-24 08:00:00+00:00,26.37,26.37,26.37,26.37,26.37,26.37
2016-09-24 09:00:00+00:00,26.37,26.37,26.37,26.37,25.43,26.37
2016-09-24 10:00:00+00:00,24,24,24,24,24,24
2016-09-24 11:00:00+00:00,24,24,24,24,24,24
2016-09-24 12:00:00+00:00,22,22,22,22,22,22
2016-09-24 13:00:00+00:00,25.05,25.05,25.05,25.05,24.93,25.05
2016-09-24 14:00:00+00:00,28.7,28.7,28.7,28.7,27.9,28.7
2016-09-24 15:00:00+00:00,30.93,30.93,30.93,30.93,30.54,34.58
2016-09-24 16:00:00+00:00,31.51,31.51,31.51,31.51,33.2,38.08
2016-09-24 17:00:00+00:00,32.31,32.31,32.31,32.31,34.3,42.63
2016-09-24 18:00:00+00:00,24,24,24,24,24,24
2016-09-24 19:00:00+00:00,22,22,22,22,22,22
2016-09-24 20:00:00+00:00,22,22,22,22,22,22
2016-09-24 21:00:00+00:00,23,23,23,23,23,23
2016-09-24 22:00:00+00:00,19.5,19.5,19.5,19.5,19.5,19.5
2016-09-24 23:00:00+00:00,19.5,19.5,19.5,19.5,19.5,19.5
2016-09-25 00:00:00+00:00,19.29,19.29,19.29,19.29,19.29,19.29
2016-09-25 01:00:00+00:00,14.27,14.27,14.27,14.27,14.27,14.27
2016-09-25 02:00:00+00:00,14.27,14.27,14.27,14.27,14.27,14.27
2016-09-25 03:00:00+00:00,14.27,14.27,14.27,14.27,14.27,14.27
2016-09-25 04:00:00+00:00,15.37,15.37,15.37,15.37,15.37,15.37
2016-09-25 05:00:00+00:00,17.56,17.56,17.56,17.56,17.56,17.56
2016-09-25 06:00:00+00:00,17.56,17.56,17.56,17.56,17.56,17.56
2016-09-25 07:00:00+00:00,20,20,20,20,20,20
2016-09-25 08:00:00+00:00,26.73,26.73,26.73,26.73,22.43,26.73
2016-09-25 09:00:00+00:00,27,27,27,27,22.88,27
2016-09-25 10:00:00+00:00,21,21,21,21,21,21
2016-09-25 11:00:00+00:00,21,21,21,21,14.27,21
2016-09-25 12:00:00+00:00,25.51,25.51,25.51,25.51,-19,25.51
2016-09-25 13:00:00+00:00,25.5,25.5,25.5,25.5,-19,25.5
2016-09-25 14:00:00+00:00,25.75,25.75,25.75,25.75,14.27,25.75
2016-09-25 15:00:00+00:00,27.12,27.12,27.12,27.12,12.62,27.12
2016-09-25 16:00:00+00:00,30.16,30.16,30.16,30.16,14.27,35.09
2016-09-25 17:00:00+00:00,30.83,30.83,30.83,30.83,15.92,40.95
2016-09-25 18:00:00+00:00,20.85,20.85,20.85,20.85,15.37,21.95
2016-09-25 19:00:00+00:00,20.31,20.31,20.31,20.31,15.92,20.31
2016-09-25 20:00:00+00:00,20.31,20.31,20.31,20.31,18.66,20.31
2016-09-25 21:00:00+00:00,20.5,20.5,20.5,20.5,20.5,20.5
2016-09-25 22:00:00+00:00,16,16,16,16,16,16
2016-09-25 23:00:00+00:00,16,16,16,16,16,16
2016-09-26 00:00:00+00:00,16.5,16.5,16.5,16.5,16.5,16.5
2016-09-26 01:00:00+00:00,18,18,18,18,18,18
2016-09-26 02:00:00+00:00,18,18,18,18,18,18
2016-09-26 03:00:00+00:00,17.56,17.56,17.56,17.56,17.56,17.56
2016-09-26 04:00:00+00:00,26,26,26,26,26,26
2016-09-26 05:00:00+00:00,25,25,25,25,25,25
2016-09-26 06:00:00+00:00,25,25,25,25,25,25
2016-09-26 07:00:00+00:00,26.34,26.34,26.34,26.34,26.34,26.34
2016-09-26 08:00:00+00:00,28.8,28.8,28.8,28.8,28.8,28.8
2016-09-26 09:00:00+00:00,28.8,28.8,28.8,28.8,28.8,28.8
2016-09-26 10:00:00+00:00,28.8,28.8,28.8,28.8,28.8,28.8
2016-09-26 11:00:00+00:00,33.95,33.95,33.95,34.79,33.95,43.76
2016-09-26 12:00:00+00:00,32.44,32.44,32.44,33.24,32.44,41.54
2016-09-26 13:00:00+00:00,35,35,35,35.86,35,39.92
2016-09-26 14:00:00+00:00,29,29,29,29,29,29
2016-09-26 15:00:00+00:00,29,29,29,29,29,29
2016-09-26 16:00:00+00:00,27.61,27.61,27.61,27.61,27.61,27.61
2016-09-26 17:00:00+00:00,27.61,27.61,27.61,27.61,27.61,27.61
2016-09-26 18:00:00+00:00,27.2,27.2,27.2,27.2,27.2,27.2
2016-09-26 19:00:00+00:00,21.95,21.95,21.95,21.95,21.95,21.95
2016-09-26 20:00:00+00:00,21.95,21.95,21.95,21.95,21.95,21.95
2016-09-26 21:00:00+00:00,20.5,20.5,20.5,20.5,20.5,20.5
2016-09-26 22:00:00+00:00,20.56,20.56,20.56,20.56,20.56,20.56
2016-09-26 23:00:00+00:00,20.66,20.66,20.66,20.66,20.66,20.66
2016-09-27 00:00:00+00:00,26.02,26.02,26.02,26.02,29.75,29.75
2016-09-27 01:00:00+00:00,26.01,26.01,26.01,26.01,28.73,28.73
2016-09-27 02:00:00+00:00,26.94,26.94,26.94,26.94,27.84,27.84
2016-09-27 03:00:00+00:00,28.83,28.83,28.83,28.83,29.56,29.56
2016-09-27 04:00:00+00:00,33.49,33.49,33.49,33.49,34.69,41.53
2016-09-27 05:00:00+00:00,35.47,35.47,35.47,42.6,40.65,49.92
2016-09-27 06:00:00+00:00,31,31,31,31,31,31
2016-09-27 07:00:00+00:00,31,31,31,31,31,31
2016-09-27 08:00:00+00:00,30.9,30.9,30.9,30.9,30.9,30.9
2016-09-27 09:00:00+00:00,31.31,31.31,31.31,34.76,31.31,41.52
2016-09-27 10:00:00+00:00,29.89,29.89,29.89,29.89,29.17,40.44
2016-09-27 11:00:00+00:00,29.6,29.6,29.6,29.6,28.28,34.13
2016-09-27 12:00:00+00:00,25,25,25,25,25,25
2016-09-27 13:00:00+00:00,25,25,25,25,23.98,25
2016-09-27 14:00:00+00:00,26,26,26,26,23.88,26
2016-09-27 15:00:00+00:00,26,26,26,26,23.91,26
2016-09-27 16:00:00+00:00,26.28,26.28,26.28,26.28,23.74,26.28
2016-09-27 17:00:00+00:00,26.28,26.28,26.28,26.28,23.61,26.28
2016-09-27 18:00:00+00:00,21,21,21,21,21,21
2016-09-27 19:00:00+00:00,18.07,18.07,18.07,18.07,18.07,18.07
2016-09-27 20:00:00+00:00,18.23,18.23,18.23,18.23,18.23,18.23
2016-09-27 21:00:00+00:00,15.88,15.88,15.88,15.88,15.88,15.88
2016-09-27 22:00:00+00:00,14.27,14.27,14.27,14.27,14.27,14.27
2016-09-27 23:00:00+00:00,16.47,16.47,16.47,16.47,16.47,16.47
2016-09-28 00:00:00+00:00,15.2,15.2,15.2,15.2,15.2,15.2
2016-09-28 01:00:00+00:00,14.66,14.66,14.66,14.66,14.66,14.66
2016-09-28 02:00:00+00:00,11.53,11.53,11.53,11.53,11.53,11.53
2016-09-28 03:00:00+00:00,14.27,14.27,14.27,14.27,14.27,14.27
2016-09-28 04:00:00+00:00,21.96,21.96,21.96,21.96,21.96,21.96
2016-09-28 05:00:00+00:00,25.98,25.98,25.98,25.98,23.54,37.94
2016-09-28 06:00:00+00:00,24.1,24.1,24.1,24.1,24.02,24.1
2016-09-28 07:00:00+00:00,26.88,26.88,26.88,26.88,23.2,32.22
2016-09-28 08:00:00+00:00,26,26,26,26,25.66,26
2016-09-28 09:00:00+00:00,25.69,25.69,25.69,25.69,23.06,25.69
2016-09-28 10:00:00+00:00,25.98,25.98,25.98,25.98,19.79,25.98
2016-09-28 11:00:00+00:00,25.25,25.25,25.25,25.25,12.94,25.25
2016-09-28 12:00:00+00:00,25.25,25.25,25.25,25.25,12.95,25.25
2016-09-28 13:00:00+00:00,25.7,25.7,25.7,25.7,16.84,25.7
2016-09-28 14:00:00+00:00,25.57,25.57,25.57,25.57,22.67,25.57
2016-09-28 15:00:00+00:00,26.45,26.45,26.45,26.45,26.45,26.45
2016-09-28 16:00:00+00:00,26.06,26.06,26.06,26.06,25.78,33.53
2016-09-28 17:00:00+00:00,26.97,26.97,26.97,26.97,24.14,39.59
2016-09-28 18:00:00+00:00,26.02,26.02,26.02,26.02,24.24,34.36
2016-09-28 19:00:00+00:00,25.64,25.64,25.64,25.64,24.24,28.14
2016-09-28 20:00:00+00:00,24.17,24.17,24.17,24.17,23.84,24.41
2016-09-28 21:00:00+00:00,22.02,22.02,22.02,22.02,22.02,22.02
2016-09-28 22:00:00+00:00,19.93,19.93,19.93,19.93,19.93,19.93
2016-09-28 23:00:00+00:00,16.1,16.1,16.1,16.1,16.1,16.1
2016-09-29 00:00:00+00:00,18.63,18.63,18.63,18.63,18.63,18.63
2016-09-29 01:00:00+00:00,14.57,14.57,14.57,14.57,14.57,14.57
2016-09-29 02:00:00+00:00,14.83,14.83,14.83,14.83,14.15,14.83
2016-09-29 03:00:00+00:00,24.01,24.01,24.01,24.01,20.41,24.01
2016-09-29 04:00:00+00:00,20.5,20.5,20.5,20.5,20.5,20.5
2016-09-29 05:00:00+00:00,20.5,20.5,20.5,20.5,20.5,20.5
2016-09-29 06:00:00+00:00,22,22,22,22,22,22
2016-09-29 07:00:00+00:00,21.29,21.29,21.29,21.29,21.29,21.29
2016-09-29 08:00:00+00:00,21.29,21.29,21.29,21.29,21.29,21.29
2016-09-29 09:00:00+00:00,25.95,25.95,25.95,25.95,21.71,25.95
2016-09-29 10:00:00+00:00,25.91,25.91,25.91,25.91,15.84,25.91
2016-09-29 11:00:00+00:00,25.74,25.74,25.74,25.74,12.65,25.74
2016-09-29 12:00:00+00:00,25.61,25.61,25.61,25.61,11.43,25.61
2016-09-29 13:00:00+00:00,25.22,25.22,25.22,25.22,12.66,25.22
2016-09-29 14:00:00+00:00,25.03,25.03,25.03,25.03,14.78,25.03
2016-09-29 15:00:00+00:00,20.9,20.9,20.9,20.9,20.9,20.9
2016-09-29 16:00:00+00:00,20.9,20.9,20.9,20.9,20.9,20.9
2016-09-29 17:00:00+00:00,26.56,26.56,26.56,26.56,23.35,37.91
2016-09-29 18:00:00+00:00,26.3,26.3,26.3,26.3,23.33,32.05
2016-09-29 19:00:00+00:00,25.03,25.03,25.03,25.03,23.29,25.03
2016-09-29 20:00:00+00:00,18.7,18.7,18.7,18.7,18.7,18.7
2016-09-29 21:00:00+00:00,13.2,13.2,13.2,13.2,13.2,13.2
2016-09-29 22:00:00+00:00,13.27,13.27,13.27,13.27,13.27,13.27
2016-09-29 23:00:00+00:00,16.08,16.08,16.08,16.08,16.08,16.08
2016-09-30 00:00:00+00:00,14.93,14.93,14.93,14.93,14.93,14.93
2016-09-30 01:00:00+00:00,9.95,9.95,9.95,9.95,9.95,9.95
2016-09-30 02:00:00+00:00,6.64,6.64,6.64,6.64,6.64,6.64
2016-09-30 03:00:00+00:00,18,18,18,18,14.91,18
2016-09-30 04:00:00+00:00,25.23,25.23,25.23,25.23,27.33,39.68
2016-09-30 05:00:00+00:00,26.8,26.8,26.8,26.8,27.97,49.66
2016-09-30 06:00:00+00:00,27.95,27.95,27.95,27.95,27.95,49.97
2016-09-30 07:00:00+00:00,25.2,25.2,25.2,25.2,25.2,25.2
2016-09-30 08:00:00+00:00,21.57,21.57,21.57,21.57,21.57,21.57
2016-09-30 09:00:00+00:00,20.81,20.81,20.81,20.81,20.81,20.81
2016-09-30 10:00:00+00:00,20.5,20.5,20.5,20.5,20.5,20.5
2016-09-30 11:00:00+00:00,18.25,18.25,18.25,18.25,18.25,18.25
2016-09-30 12:00:00+00:00,16.5,16.5,16.5,16.5,16.5,23
2016-09-30 13:00:00+00:00,16.5,16.5,16.5,16.5,16.5,23
2016-09-30 14:00:00+00:00,16.5,16.5,16.5,16.5,16.5,28
2016-09-30 15:00:00+00:00,26.96,26.96,26.96,26.96,23.17,31.48
2016-09-30 16:00:00+00:00,27.4,27.4,27.4,27.4,23.43,37.99
2016-09-30 17:00:00+00:00,28.4,28.4,28.4,28.4,23.76,42.91
2016-09-30 18:00:00+00:00,19.91,19.91,19.91,19.91,19.91,19.91
2016-09-30 19:00:00+00:00,17,17,17,17,17,17
2016-09-30 20:00:00+00:00,17.14,17.14,17.14,17.14,17.14,17.14
2016-09-30 21:00:00+00:00,18.25,18.25,18.25,18.25,18.25,18.25
2016-09-30 22:00:00+00:00,23.14,23.14,23.14,23.14,23.14,25.81
2016-09-30 23:00:00+00:00,22.93,22.93,22.93,22.93,22.93,22.93
2016-10-01 00:00:00+00:00,22.87,22.87,22.87,22.87,22.87,22.87
2016-10-01 01:00:00+00:00,23.01,23.01,23.01,23.01,23.01,25.81
2016-10-01 02:00:00+00:00,23.18,23.18,23.18,23.18,23.18,25.94
2016-10-01 03:00:00+00:00,23.65,23.65,23.65,23.65,23.65,29.13
2016-10-01 04:00:00+00:00,24.74,24.74,24.74,24.74,29.27,32.55
2016-10-01 05:00:00+00:00,21.12,21.12,21.12,21.12,29.86,31.3
2016-10-01 06:00:00+00:00,22,22,22,22,22,22
2016-10-01 07:00:00+00:00,28.55,28.55,28.55,28.55,36.06,38.96
2016-10-01 08:00:00+00:00,28.96,28.96,28.96,28.96,28.96,39.94
2016-10-01 09:00:00+00:00,28.79,28.79,28.79,28.79,28.79,39.21
2016-10-01 10:00:00+00:00,25,25,25,25,25,25
2016-10-01 11:00:00+00:00,25,25,25,25,28.14,25
2016-10-01 12:00:00+00:00,25,25,25,25,25,25
2016-10-01 13:00:00+00:00,25,25,25,25,25,25
2016-10-01 14:00:00+00:00,25,25,25,25,27.01,25
2016-10-01 15:00:00+00:00,26.13,26.13,26.13,26.13,28.57,27.8
2016-10-01 16:00:00+00:00,29.34,29.34,29.34,38.97,39.93,39.93
2016-10-01 17:00:00+00:00,29.87,29.87,29.87,43.95,45.03,45.03
2016-10-01 18:00:00+00:00,29.57,29.57,29.57,39.09,40.06,40.06
2016-10-01 19:00:00+00:00,28.75,28.75,28.75,30,30.74,30.74
2016-10-01 20:00:00+00:00,28.15,28.15,28.15,28.15,28.84,28.84
2016-10-01 21:00:00+00:00,27.49,27.49,27.49,27.49,32.47,32.47
2016-10-01 22:00:00+00:00,27.05,27.05,27.05,27.05,32.68,32.68
2016-10-01 23:00:00+00:00,25.71,25.71,25.71,25.71,27.04,27.04
2016-10-02 00:00:00+00:00,25.38,25.38,25.38,25.38,26.28,26.28
2016-10-02 01:00:00+00:00,24.86,24.86,24.86,24.86,25.13,25.13
2016-10-02 02:00:00+00:00,24.9,24.9,24.9,24.9,24.9,24.9
2016-10-02 03:00:00+00:00,25.03,25.03,25.03,25.03,25.03,25.03
2016-10-02 04:00:00+00:00,25.43,25.43,25.43,25.43,25.43,25.43
2016-10-02 05:00:00+00:00,23,23,23,23,23,23
2016-10-02 06:00:00+00:00,22.84,22.84,22.84,22.84,22.84,22.84
2016-10-02 07:00:00+00:00,28.78,28.78,28.78,30.8,30.99,30.99
2016-10-02 08:00:00+00:00,29.38,29.38,29.38,29.88,29.88,29.88
2016-10-02 09:00:00+00:00,29.54,29.54,29.54,32.38,32.38,32.38
2016-10-02 10:00:00+00:00,29.11,29.11,29.11,29.11,29.11,29.11
2016-10-02 11:00:00+00:00,27.76,27.76,27.76,27.76,26.64,27.76
2016-10-02 12:00:00+00:00,24.1,24.1,24.1,24.1,24.1,24.1
2016-10-02 13:00:00+00:00,24.1,24.1,24.1,24.1,24.1,24.1
2016-10-02 14:00:00+00:00,24.1,24.1,24.1,24.1,24.1,24.1
2016-10-02 15:00:00+00:00,26,26,26,26,26,26
2016-10-02 16:00:00+00:00,26.98,26.98,26.98,26.98,26.98,41.22
2016-10-02 17:00:00+00:00,30.9,30.9,30.9,30.9,49.35,49.35
2016-10-02 18:00:00+00:00,22.84,22.84,22.84,22.84,22.84,42.4
2016-10-02 19:00:00+00:00,22.84,22.84,22.84,22.84,22.84,27.79
2016-10-02 20:00:00+00:00,22.28,22.28,22.28,22.28,22.28,29.94
2016-10-02 21:00:00+00:00,25.81,25.81,25.81,25.81,25.19,25.81
2016-10-02 22:00:00+00:00,25.85,25.85,25.85,25.85,25.85,25.85
2016-10-02 23:00:00+00:00,25.49,25.49,25.49,25.49,25.28,26.11
2016-10-03 00:00:00+00:00,25.09,25.09,25.09,25.09,24.71,25.09
2016-10-03 01:00:00+00:00,24.54,24.54,24.54,24.54,24.54,24.54
2016-10-03 02:00:00+00:00,24.67,24.67,24.67,24.67,24.51,24.67
2016-10-03 03:00:00+00:00,24,24,24,24,24,24
2016-10-03 04:00:00+00:00,26.3,26.3,26.3,26.3,25.76,26.3
2016-10-03 05:00:00+00:00,31.85,31.85,31.85,31.85,30.44,40.96
2016-10-03 06:00:00+00:00,33.32,33.32,33.32,33.32,30.11,38.19
2016-10-03 07:00:00+00:00,33.59,33.59,33.59,33.59,26.56,39.76
2016-10-03 08:00:00+00:00,32.37,32.37,32.37,32.37,26.39,32.6
2016-10-03 09:00:00+00:00,32.3,32.3,32.3,32.3,26.25,33.17
2016-10-03 10:00:00+00:00,31.02,31.02,31.02,31.02,25.65,26.19
2016-10-03 11:00:00+00:00,24.51,24.51,24.51,24.51,24.51,24.51
2016-10-03 12:00:00+00:00,24.51,24.51,24.51,24.51,24.51,24.51
2016-10-03 13:00:00+00:00,24.51,24.51,24.51,24.51,24.51,24.51
2016-10-03 14:00:00+00:00,24,24,24,24,24,24
2016-10-03 15:00:00+00:00,24,24,24,24,24,24
2016-10-03 16:00:00+00:00,26.18,26.18,26.18,26.18,26.18,26.18
2016-10-03 17:00:00+00:00,27.2,27.2,27.2,27.2,27.2,27.2
2016-10-03 18:00:00+00:00,22.84,22.84,22.84,22.84,22.84,22.84
2016-10-03 19:00:00+00:00,22.28,22.28,22.28,22.28,22.28,22.28
2016-10-03 20:00:00+00:00,22.28,22.28,22.28,22.28,22.28,22.28
2016-10-03 21:00:00+00:00,20.06,20.06,20.06,20.06,-28.87,24.6
2016-10-03 22:00:00+00:00,21.62,21.62,21.62,21.62,21.62,21.62
2016-10-03 23:00:00+00:00,21.79,21.79,21.79,21.79,21.79,21.79
2016-10-04 00:00:00+00:00,21.87,21.87,21.87,21.87,21.87,21.87
2016-10-04 01:00:00+00:00,22,22,22,22,22,22
2016-10-04 02:00:00+00:00,23,23,23,23,23,23
2016-10-04 03:00:00+00:00,23,23,23,23,23,23
2016-10-04 04:00:00+00:00,27.08,27.08,27.08,27.08,27.08,27.08
2016-10-04 05:00:00+00:00,35.05,35.05,35.05,35.05,37.1,37.1
2016-10-04 06:00:00+00:00,35.93,35.93,35.93,35.93,40.38,40.38
2016-10-04 07:00:00+00:00,35.9,35.9,35.9,35.9,35.9,36.78
2016-10-04 08:00:00+00:00,32.68,32.68,32.68,32.68,32.37,32.37
2016-10-04 09:00:00+00:00,31.63,31.63,31.63,31.63,28.71,28.71
2016-10-04 10:00:00+00:00,32.06,32.06,32.06,32.06,31.29,31.29
2016-10-04 11:00:00+00:00,32.08,32.08,32.08,32.08,32.08,32.08
2016-10-04 12:00:00+00:00,31.99,31.99,31.99,31.99,31.99,31.99
2016-10-04 13:00:00+00:00,31.87,31.87,31.87,31.87,31.87,31.87
2016-10-04 14:00:00+00:00,25,25,25,25,18,18
2016-10-04 15:00:00+00:00,25,25,25,25,21.24,25
2016-10-04 16:00:00+00:00,26.86,26.86,26.86,26.86,21.24,26.86
2016-10-04 17:00:00+00:00,34.73,34.73,34.73,34.73,31.36,39.09
2016-10-04 18:00:00+00:00,31.73,31.73,31.73,31.73,30.21,31.73
2016-10-04 19:00:00+00:00,24,24,24,24,24,24
2016-10-04 20:00:00+00:00,22,22,22,22,22,22
2016-10-04 21:00:00+00:00,19,19,19,19,19,19
2016-10-04 22:00:00+00:00,22,22,22,22,22,22
2016-10-04 23:00:00+00:00,24.25,24.25,24.25,24.25,16.79,16.79
